Iterations,Trails,Inputs,Action,Reward,Waypoint,Penalty
43,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
43,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
43,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
43,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,12,right,0
44,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
44,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
44,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12,left,0
45,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
45,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'forward'}",None,0,forward,0
45,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
45,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
45,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
45,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
45,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
45,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
45,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
45,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
45,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
45,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
45,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
45,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
45,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
46,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
46,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
46,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
46,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
46,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'left'}",forward,2,forward,0
46,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
46,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
46,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
46,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
46,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
46,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
47,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
47,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
47,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
47,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
47,5,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",None,0,left,0
47,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
47,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
47,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
47,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
48,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
48,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
48,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
48,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
48,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
48,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
48,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
48,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
48,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
48,10,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",forward,2,forward,0
48,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
48,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
48,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
48,14,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",left,12,left,0
49,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
49,2,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
49,3,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
49,4,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
49,5,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",forward,2,forward,0
49,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
49,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
49,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
49,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
49,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,21,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': 'left'}",forward,2,forward,0
49,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
49,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
49,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
50,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
50,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
50,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
50,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
50,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
50,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
50,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
51,1,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",right,2,right,0
51,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
51,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
51,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
51,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
51,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
51,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
51,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
51,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12,left,0
52,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
52,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
52,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
52,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
52,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
52,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
52,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
52,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
52,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
52,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
52,11,"{'light': 'green', 'oncoming': 'forward', 'right': None, 'left': 'left'}",forward,2,forward,0
52,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
52,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,12,right,0
53,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
53,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
53,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
53,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",forward,2,forward,0
53,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
53,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
53,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
53,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
53,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
53,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
53,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
53,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
53,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12,left,0
54,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
54,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
54,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'right'}",None,0,forward,0
54,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
54,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
54,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
54,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
54,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
54,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
54,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
54,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
54,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
54,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
54,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
54,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
54,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
54,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
55,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
55,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
55,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
55,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
55,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
55,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
55,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
55,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
55,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
55,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
55,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
55,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
55,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
56,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
56,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
56,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
56,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
56,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
56,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
56,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
56,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
56,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
56,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
56,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
57,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
57,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
57,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
57,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
57,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
57,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
57,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
57,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
57,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
57,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
57,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
57,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
57,13,"{'light': 'red', 'oncoming': 'right', 'right': None, 'left': None}",None,0,forward,0
57,14,"{'light': 'red', 'oncoming': 'right', 'right': None, 'left': None}",None,0,forward,0
57,15,"{'light': 'red', 'oncoming': 'right', 'right': None, 'left': None}",None,0,forward,0
57,16,"{'light': 'green', 'oncoming': 'right', 'right': None, 'left': None}",forward,2,forward,0
57,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
57,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
57,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
57,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
57,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
57,22,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",None,0,forward,0
57,23,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",None,0,forward,0
57,24,"{'light': 'red', 'oncoming': 'forward', 'right': 'right', 'left': None}",None,0,forward,0
57,25,"{'light': 'green', 'oncoming': None, 'right': 'right', 'left': None}",forward,12,forward,0
58,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
58,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
58,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
58,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
58,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
58,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
58,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
58,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
58,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
58,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
58,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
58,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
58,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
58,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
58,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
58,16,"{'light': 'green', 'oncoming': 'forward', 'right': None, 'left': None}",forward,2,forward,0
58,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
58,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
58,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
58,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
58,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
59,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
59,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
59,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
59,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
59,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
59,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
59,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
59,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
60,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
60,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,5,"{'light': 'red', 'oncoming': None, 'right': 'right', 'left': None}",None,0,forward,0
60,6,"{'light': 'green', 'oncoming': None, 'right': 'right', 'left': None}",forward,2,forward,0
60,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
60,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
60,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
60,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
60,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
60,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,12,right,0
61,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
61,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
61,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
61,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
61,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
62,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
62,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
62,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
62,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
62,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
62,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
62,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
63,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'left'}",right,2,right,0
63,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
63,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
63,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
63,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
63,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
63,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
63,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
63,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
63,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
63,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
63,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
63,13,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",right,12,right,0
64,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
64,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
64,3,"{'light': 'red', 'oncoming': 'right', 'right': None, 'left': None}",None,0,left,0
64,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
64,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
64,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
64,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
65,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
65,2,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",right,2,right,0
65,3,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
65,4,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
65,5,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",None,0,forward,0
65,6,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",forward,2,forward,0
65,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
65,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
65,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
65,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
65,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
65,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
65,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
65,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
65,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12,left,0
66,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
66,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
66,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
66,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
66,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
