Iterations,Trails,Inputs,Action,Reward,Waypoint,Penalty
91,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
91,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
91,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
91,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
92,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
92,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
92,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
92,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
92,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
92,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
92,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
92,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
92,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
92,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
92,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
92,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
92,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
92,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
92,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
92,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
93,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
93,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
93,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
93,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
93,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
93,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
93,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
93,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
93,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
94,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
94,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
94,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'right'}",forward,2,forward,0
94,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
94,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
94,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
94,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
95,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
95,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
95,3,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
95,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12,left,0
96,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
96,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
96,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
96,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
96,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
96,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
96,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
96,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
96,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
96,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
96,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
97,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
97,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
97,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
97,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
97,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
97,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
97,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
97,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
97,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
97,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
97,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
98,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
98,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
98,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
98,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
98,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
98,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
98,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
98,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
98,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
98,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
98,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
99,1,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2,right,0
99,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
99,3,"{'light': 'red', 'oncoming': None, 'right': 'left', 'left': None}",None,0,forward,0
99,4,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",forward,2,forward,0
99,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
99,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
99,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
99,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,left,0
99,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2,left,0
99,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
99,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
99,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12,forward,0
100,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
100,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
100,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",None,0,forward,0
100,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
100,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
100,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
100,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
100,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2,forward,0
100,9,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",right,12,right,0
